long_1,long_2,long_3,long_4,long_5,long_6,long_7,long_8,long_9,long_10,short_1,short_2,short_3,short_4,short_5,short_6,short_7,short_8,short_9,short_10
0.329379,1.506137,0.853794,1.283481,1.892856,-0.240933,-2.017300,-1.061001,-1.069058,-2.364956,4.877231,4.877231,-1.299405,-0.099331,4.412387,4.385044,-1.675137,3.888950,2.748325,1.287387
6.491475,8.477803,4.913350,2.694966,-1.113994,-0.049541,-3.225322,1.551045,1.870869,-1.494853,3.871358,4.987569,6.796163,6.343038,3.188252,-2.217510,0.894795,1.440694,0.966084,3.054219
-3.457850,-5.348475,-4.711756,-1.813318,0.694494,-2.707850,1.583166,-3.075037,1.349767,6.139807,2.711828,2.146642,0.840978,2.189123,-2.508631,4.733557,-2.782068,-0.821131,-1.207850,3.236242
2.717088,2.513963,1.318650,-0.247756,-4.552444,-0.802444,-5.482131,-4.888381,2.510056,4.510056,0.455369,0.510056,5.472947,0.803025,-0.232131,1.443650,1.013963,3.717088,0.447556,8.540432
-4.646702,-2.886937,-3.775609,-0.878148,0.343044,0.049587,-0.992405,-2.480687,-4.685765,-1.367405,-1.244359,-0.748265,-0.505101,1.689235,1.916286,3.177516,3.480251,0.022243,-1.912327,1.798122
-7.776650,-8.182899,-5.221962,-3.268837,-1.077431,3.160850,-1.841103,-1.100869,-4.448525,4.184288,-1.508095,-1.195595,1.590538,-1.921181,-2.069619,-1.335244,-1.220009,-0.000405,0.438072,-4.241494
2.719462,1.646220,0.106669,1.960673,2.910868,3.436259,2.848368,3.453837,2.957743,-4.825460,-0.667257,0.451243,2.729228,4.487040,0.156596,2.725321,-0.883077,1.347880,-3.454366,-3.358663
-1.682460,-2.733241,0.123205,-0.214198,-2.530116,4.139806,3.518712,2.887853,-0.202479,0.462072,0.896642,1.897619,4.155431,2.153478,-1.863124,3.745275,1.999181,4.331213,1.956212,0.215978
1.203644,0.407989,4.188751,1.055694,0.940338,3.524688,1.466583,2.559845,2.162384,2.306915,3.200470,2.684845,6.940704,4.331329,1.640411,-0.431366,2.913360,8.171173,4.710236,5.261017
4.768882,6.784507,7.077476,3.643883,3.823570,1.850914,1.389976,-0.131508,3.335289,-3.906899,2.850914,1.700523,2.270836,-3.045571,3.534508,-1.057534,0.310875,-0.268715,-1.894203,-1.283119
-3.559828,-3.337171,-2.520765,-3.579359,-2.575453,-3.403578,-7.770765,-3.122328,-5.141859,2.648302,0.360094,-0.755140,3.644762,1.491930,1.659899,-3.016859,-2.872328,-1.200453,2.235583,4.789782
-0.992946,-0.628689,3.406468,3.851780,-4.671658,1.679905,-2.948513,-6.310329,-2.143337,-3.368923,-2.043728,-1.008571,-2.152614,-3.935329,1.800999,0.929905,-2.701839,-4.535915,-6.925564,-0.406032
-0.115847,-0.290896,0.287473,-0.954226,-2.974734,1.260617,-1.769656,0.948117,-0.478152,-2.998172,-1.131472,-3.431765,-3.371218,-4.349734,-5.896609,0.269407,-0.493228,-2.004031,-2.963015,-1.158816
-2.227921,-2.870499,-5.409562,-2.374406,-0.470109,-0.305070,-1.563859,-1.952531,-3.854874,-0.147843,4.160750,-0.078507,3.287704,1.330428,0.131942,1.313949,-1.909562,0.854964,2.767196,1.527206
1.607820,1.601960,-2.132171,1.586335,4.701570,2.568757,-0.376555,-0.752044,-0.112883,-0.506438,5.623445,3.873445,5.428132,2.771882,-0.195891,1.228913,0.820710,1.172273,2.008210,-6.173430
-4.444583,-5.024661,-3.512698,-1.159427,-2.758792,-3.193851,0.066159,0.663815,-2.216067,-5.799075,-1.210208,-0.388919,-2.963016,-0.513919,1.099362,0.544675,-0.414310,-0.302981,2.782956,-3.741458
5.360065,3.922565,7.426472,5.156940,-0.645794,4.031940,3.598347,4.047565,5.981159,-2.191540,1.629597,-0.481731,0.555378,-1.433880,-4.021770,-2.237591,-2.406048,-4.198528,0.115925,-1.151653
1.024337,2.498947,1.106369,-0.113358,1.243087,4.702072,6.002853,1.848556,1.479416,-6.864335,-0.445877,0.472580,0.223556,-1.138382,6.979415,1.987228,1.338791,-0.717362,-3.702225,-6.438553
3.548852,3.798852,4.459009,7.091821,3.195337,-1.089820,4.185571,3.263696,3.218774,-1.079077,1.572290,2.796899,-1.721655,6.209009,-0.371802,0.889673,5.294946,4.087915,3.294946,-1.972632
-0.644423,-0.108229,0.840441,-4.424696,-4.190321,3.635851,1.100695,-2.190321,-4.780165,-5.694227,-2.106337,-2.028212,-0.618056,-3.946181,1.993273,1.473741,-1.712782,1.859484,-3.580946,-3.616102
-3.352409,-2.911003,1.801399,-4.528191,-3.059440,2.005989,-4.426628,-1.313347,-3.399284,5.264778,3.049935,2.900521,-5.977409,-0.364128,2.177864,4.158333,-3.102409,-2.739128,-3.453972,5.313606
-2.941719,-3.842110,2.286796,-1.500313,1.647148,0.032081,1.240898,-1.169258,-2.963204,-0.204293,-3.621407,-2.469063,-1.571602,-4.262032,0.831230,-1.339180,-1.578438,-1.463204,-0.527657,7.620780
-0.197232,-1.230191,2.333285,-0.344937,-0.198697,-2.586637,-2.204801,-1.150113,-2.623746,0.443637,-0.152066,-2.196988,-0.365933,-0.511930,-0.393155,-9.108121,-2.705777,-1.733121,0.404574,-0.026578
-3.527799,-4.613736,-3.926236,-6.090299,-5.863736,-5.465299,-1.672330,-5.230924,-2.996549,6.587436,1.345248,-1.113736,3.006625,6.755404,-0.195768,-1.051236,-2.750455,-0.477018,-0.633268,4.024936
3.237236,3.741142,-0.393623,1.510674,-2.022530,5.459892,6.327080,6.413017,1.608330,-1.735420,-2.775459,-2.204170,-0.379951,-2.381905,3.604424,2.444267,-1.938545,0.307549,-4.806953,-2.506905
-0.495542,-1.151304,-2.155210,-6.419859,4.576235,2.033266,1.500063,-2.060972,-0.767271,-0.924253,1.201235,1.013735,-3.958921,-1.082304,2.873110,-2.956968,-1.391783,-3.201109,-2.994078,1.107485
