-1.236318588,-1.437178731,-1.476018548,-0.900485575,,-1.383171956,,,,,,,,1.775290966,1.897839785
2.792924404,2.84119606,2.74502182,2.824145794,,2.793047428,,,,,,,,2.127985954,1.58781147
-0.660074472,-0.303649396,-0.368561119,0.526004076,,-0.444094996,,,,,,,,0.892519474,0.617738903
0.201224938,0.113221556,0.375751078,-0.008926529,,0.230065857,,,,,,,,-0.501167178,-0.40923959
1.465402246,1.591008782,1.50901556,1.318031788,,1.521808863,,,,,,,,-0.622350216,0.659756184
-2.698684692,-2.658561707,-2.680958509,-2.963138342,,-2.679401636,,,,,,,,0.280994207,0.483503044
1.399601579,1.098478436,1.102574348,0.923691213,,1.200218121,,,,,,,,-1.429960728,-1.184689045
1.789849281,1.670754075,1.58389008,0.354277551,,1.681497812,,,,,,,,-1.049969554,-0.57894069
-4.138799191,-4.036513329,-3.954859972,-2.849853277,,-4.04339083,,,,,,,,0.047859967,-0.039381374
-0.091274321,-0.313847601,-0.177699268,0.250996768,,-0.19427373,,,,,,,,0.595901012,0.117119297
0.894453883,0.818841219,0.691186309,-1.38216722,,0.801493804,,,,,,,,-0.928454876,-1.121062279
0.668826461,0.755365491,0.670514405,1.837856054,,0.698235452,,,,,,,,0.090315714,0.556146204
-0.850764275,-0.594584227,-0.426631093,-2.105751514,,-0.623993198,,,,,,,,2.692734718,2.345257044
-2.272699118,-2.206110716,-2.140525341,-3.163503647,,-2.206445058,,,,,,,,0.056700889,0.761147976
-1.554537296,-1.503151059,-1.541223288,-2.61563468,,-1.532970548,,,,,,,,-1.116172314,-0.521013021
3.129885674,2.923140287,2.899287701,3.706084728,,2.984104554,,,,,,,,0.337745756,1.807984948
-0.366919875,-0.375648201,-0.659388542,-0.457110882,,-0.467318873,,,,,,,,-2.777478218,-1.605532765
-0.008304954,0.019101262,0.138321221,-0.335965812,,0.049705843,,,,,,,,-3.020205975,-1.579761386
1.297910571,1.181056619,1.164727926,1.477514386,,1.214565039,,,,,,,,0.234710872,0.396607846
-1.7662462,-1.740504503,-1.690883994,-1.64406848,,-1.732544899,,,,,,,,0.217552125,-0.996552527
-0.804749846,-0.712237,-0.524112284,0.192774922,,-0.680366377,,,,,,,,0.736660123,0.814677596
-0.11859031,-0.033866987,-0.089505628,-0.716791928,,-0.080654308,,,,,,,,-0.257668376,-0.947054386
-1.515446067,-1.254871488,-1.270074248,-1.287649393,,-1.346797268,,,,,,,,-1.841927409,-2.166973591
2.014350414,1.840813398,1.881434083,3.620584488,,1.912199299,,,,,,,,1.143079519,0.84708941
-1.32048595,-1.182201862,-1.186660528,-1.457959414,,-1.22978278,,,,,,,,-0.622942448,-0.651729763
0.510873377,0.490588784,0.344400227,-0.439402312,,0.448620796,,,,,,,,-0.078078769,0.26541847
2.164753914,2.503608227,2.44483614,2.643648386,,2.371066093,,,,,,,,1.521153212,1.425964832
-0.444775015,-0.538851619,-0.522905946,-0.002971679,,-0.502177527,,,,,,,,0.267586052,0.394269228
-1.210167766,-1.109422445,-1.162513494,-0.463992417,,-1.160701235,,,,,,,,-0.015591219,0.175841674
-0.859720588,-0.912221313,-0.930760205,-1.092843056,,-0.900900702,,,,,,,,-0.124932796,-0.565848112
0.859345198,0.812547088,0.540959418,1.085202813,,0.737617234,,,,,,,,1.778752089,1.672647595
-1.462480545,-1.345531106,-1.364222527,-2.618287802,,-1.390744726,,,,,,,,-1.341514111,1.162925243
-1.025947213,-1.080094457,-0.97678107,-0.407210916,,-1.02760758,,,,,,,,0.965634644,0.493223369
1.724518418,1.856687784,2.001195192,0.640326619,,1.860800465,,,,,,,,0.11186038,-0.182648808
0.013818823,0.184964463,0.298045725,0.500291824,,0.16560967,,,,,,,,0.419916689,-0.664582968
-1.140380263,-1.38248682,-1.321984529,-1.233314633,,-1.281617204,,,,,,,,0.048976168,-0.509405196
-0.831656337,-0.798428059,-0.818127453,-0.791774035,,-0.816070616,,,,,,,,-0.522210598,-0.750679374
