long_1,long_2,long_3,long_4,long_5,long_6,long_7,long_8,long_9,long_10,short_1,short_2,short_3,short_4,short_5,short_6,short_7,short_8,short_9,short_10
-1.146403,-1.146403,-1.137484,-1.279267,-1.207987,-1.054612,-1.380676,-1.327711,-1.178891,-1.121895,-1.338965,-1.338965,-1.250016,-1.292872,-1.250303,-1.246862,-1.338965,-1.292872,-1.247623,-1.276774
1.174599,1.174599,1.205846,1.062434,1.030367,1.329643,1.168287,1.273564,1.312052,1.206398,1.096458,1.096458,0.967946,0.997001,0.976775,0.949284,1.096458,0.997001,1.038139,0.927898
0.202857,0.202857,0.132659,-0.042083,-0.522162,0.292933,-0.032043,-0.415014,-0.098691,0.238542,0.062828,0.062828,0.134633,0.121967,0.066149,-0.005224,0.062828,0.121967,0.054276,0.119975
-0.923409,-0.923409,-0.896991,-0.949447,-0.939652,-0.937931,-1.021878,-0.806658,-1.126376,-0.813090,-0.328590,-0.328590,-0.338703,-0.289287,-0.341870,-0.304407,-0.328590,-0.289287,-0.302650,-0.303464
-0.918037,-0.918037,-0.895271,-0.743600,-0.296927,-0.871848,-0.949305,-0.662428,-0.597851,-0.870022,-1.201020,-1.201020,-1.193695,-1.211083,-1.154008,-1.144255,-1.201020,-1.211083,-1.189120,-1.227135
0.571815,0.571815,0.462684,0.433308,0.312375,0.614657,0.470044,0.225827,0.185724,0.515434,0.723911,0.723911,0.759067,0.707729,0.747189,0.747827,0.723911,0.707729,0.732069,0.753438
-1.874896,-1.874896,-1.726786,-1.977925,-2.077380,-1.675637,-2.149511,-1.812979,-2.326658,-2.005063,-1.503129,-1.503129,-1.507790,-1.519102,-1.617436,-1.502864,-1.503129,-1.519102,-1.532295,-1.480645
0.151286,0.151286,0.239550,0.419000,1.029030,0.181091,0.158771,0.687451,0.409714,0.245041,-0.067657,-0.067657,-0.031338,-0.135624,-0.116187,-0.108305,-0.067657,-0.135624,-0.156424,-0.044629
0.249624,0.249624,0.303080,0.245691,0.157584,0.304743,0.453907,0.500104,0.341352,0.154117,0.470397,0.470397,0.510271,0.507477,0.485187,0.508980,0.470397,0.507477,0.536750,0.503339
0.621420,0.621420,0.401754,0.759038,0.739000,0.491778,0.639027,0.480624,0.823143,0.617561,0.361768,0.361768,0.269420,0.404051,0.365455,0.318293,0.361768,0.404051,0.335505,0.309671
1.974914,1.974914,1.852472,1.990759,1.952323,1.982581,2.175575,1.968746,1.866501,1.820447,1.741006,1.741006,1.839791,1.745391,1.862939,1.793800,1.741006,1.745391,1.813468,1.821298
1.758684,1.758684,1.791705,1.744009,1.192881,1.779811,1.569000,1.345803,1.376776,1.603202,2.012398,2.012398,1.981741,2.002804,1.926011,1.986477,2.012398,2.002804,1.987336,1.914279
2.198196,2.198196,2.214191,2.248057,2.365738,2.283108,2.229486,2.348732,2.146159,2.319321,2.565563,2.565563,2.596678,2.543752,2.575519,2.605693,2.565563,2.543752,2.520954,2.616656
0.585197,0.585197,0.502709,0.700554,0.640681,0.570445,0.575920,0.708078,0.837164,0.703806,0.589877,0.589877,0.590931,0.605363,0.673166,0.664838,0.589877,0.605363,0.657034,0.608690
0.028124,0.028124,0.040001,0.085436,0.100735,0.020223,0.175570,-0.085588,-0.003627,-0.033896,-0.876808,-0.876808,-0.867501,-0.918849,-0.781361,-0.774853,-0.876808,-0.918849,-0.814897,-0.879640
-0.565659,-0.565659,-0.479236,-0.526915,-0.665235,-0.277801,-0.314293,-0.646646,-0.835190,-0.424766,-0.302966,-0.302966,-0.370928,-0.310882,-0.358373,-0.337311,-0.302966,-0.310882,-0.343500,-0.362865
0.040076,0.040076,-0.016124,-0.049819,0.045973,0.062610,0.087554,-0.017764,0.176507,0.015068,-0.185049,-0.185049,-0.278563,-0.173421,-0.251470,-0.219062,-0.185049,-0.173421,-0.250389,-0.306577
0.253461,0.253461,0.243916,0.159400,-0.049166,0.188572,0.253074,0.175462,0.395960,0.197444,0.442606,0.442606,0.366625,0.485498,0.462241,0.452440,0.442606,0.485498,0.443828,0.371304
-0.171472,-0.171472,-0.035680,-0.163284,0.072873,-0.153632,-0.225808,-0.023055,-0.008617,-0.137248,0.024608,0.024608,0.014693,-0.038707,0.010236,-0.102647,0.024608,-0.038707,-0.052599,0.087921
3.597086,3.597086,3.697897,3.547441,3.733825,3.665462,3.979925,3.776765,3.725934,3.646376,3.864133,3.864133,3.855375,3.896561,3.839284,3.923276,3.864133,3.896561,3.869097,3.967050
0.006646,0.006646,-0.021660,0.041622,0.241005,-0.188310,0.239073,0.043790,0.021271,-0.145562,-0.812576,-0.812576,-0.791354,-0.818395,-0.766182,-0.816340,-0.812576,-0.818395,-0.817021,-0.833679
1.094337,1.094337,1.021524,1.226958,1.134595,1.096524,1.011922,1.401113,0.920015,1.046086,0.687728,0.687728,0.794239,0.774209,0.760297,0.733239,0.687728,0.774209,0.837854,0.764363
-0.446885,-0.446885,-0.464719,-0.252407,-0.087342,-0.493148,-0.260172,-0.047923,-0.440656,-0.441918,-1.242816,-1.242816,-1.153650,-1.317947,-1.293140,-1.206657,-1.242816,-1.317947,-1.254629,-1.308437
-0.647301,-0.647301,-0.741739,-0.833481,-0.949303,-0.633145,-0.753296,-0.725078,-0.960020,-0.538133,-0.200716,-0.200716,-0.230275,-0.202434,-0.219919,-0.290321,-0.200716,-0.202434,-0.245685,-0.250735
-0.291166,-0.291166,-0.223545,-0.168411,-0.270290,-0.152716,-0.230407,-0.044592,-0.311866,-0.168626,-0.105247,-0.105247,0.024448,-0.149942,-0.072674,-0.114757,-0.105247,-0.149942,-0.026067,0.001335
-2.619876,-2.619876,-2.696007,-2.811568,-2.626297,-2.680805,-2.791735,-2.759550,-2.872228,-2.600209,-2.845934,-2.845934,-2.981898,-2.822226,-2.928811,-2.939268,-2.845934,-2.822226,-2.807472,-2.883830
2.665263,2.665263,2.606748,2.250001,2.515678,2.621408,2.515759,2.234079,2.596584,2.789816,3.024529,3.024529,3.163179,3.003232,3.013268,3.038826,3.024529,3.003232,3.048303,3.038560
-0.089052,-0.089052,-0.015142,-0.095043,-0.293445,0.064276,-0.005960,0.103938,0.127158,-0.090981,0.098875,0.098875,0.126504,0.077736,0.096330,0.082384,0.098875,0.077736,0.121537,0.064160
0.830407,0.830407,0.787038,0.879423,0.551458,0.850338,0.867191,0.702116,0.707438,0.722905,1.146434,1.146434,1.119880,1.172232,1.178944,1.135549,1.146434,1.172232,1.153234,1.177543
0.515617,0.515617,0.527994,0.714229,0.411437,0.448410,0.528512,0.913949,0.694864,0.556093,0.449854,0.449854,0.431897,0.422355,0.438985,0.495650,0.449854,0.422355,0.456298,0.437377
2.664480,2.664480,2.462999,2.288362,2.389842,2.486107,2.555093,2.605815,2.871275,2.493509,2.653021,2.653021,2.609042,2.553943,2.596811,2.545146,2.653021,2.553943,2.572929,2.531429
-1.240740,-1.240740,-1.041239,-1.044288,-1.023962,-1.169415,-1.214462,-1.278227,-1.398168,-0.969445,-1.092458,-1.092458,-1.166694,-1.087798,-1.115686,-1.191618,-1.092458,-1.087798,-1.095472,-1.093034
-0.440722,-0.440722,-0.242142,-0.328873,-0.360920,-0.467127,-0.395084,-0.460677,-0.242178,-0.426520,-0.206444,-0.206444,-0.138538,-0.118483,-0.155158,-0.205046,-0.206444,-0.118483,-0.120450,-0.130024
0.124719,0.124719,0.149243,0.336098,0.751867,0.175768,0.216684,-0.113540,0.096697,0.221015,0.206776,0.206776,0.208312,0.268338,0.203859,0.142823,0.206776,0.268338,0.239720,0.198469
-1.743215,-1.743215,-1.748629,-1.685735,-1.819722,-1.740421,-1.640682,-1.582112,-1.479309,-1.763447,-2.068064,-2.068064,-2.083511,-2.220179,-2.185112,-2.304192,-2.068064,-2.220179,-2.289127,-2.069291
